gamma,law,n_per_scene,seed,model,update,val_path_mse,train_loss_ema
0.04,1,32,7202,ASYM,500,0.00039986984246917983,0.0431451808540725
0.04,1,32,7202,ASYM,750,0.0003963756903761378,0.04295514039509649
0.04,1,32,7202,ASYM,1000,0.0003999690730047475,0.041935426009814224
0.04,1,32,7202,ASYM,1250,0.0004005860140988674,0.04235296086774087
0.04,1,32,7202,ASYM,1500,0.0003989218017142428,0.04266147037988516
0.04,1,32,7202,ASYM,1750,0.0004005702804690928,0.04274868220488409
0.04,1,32,7202,ASYM,2000,0.0004007828909270075,0.04275566768743237
0.04,1,128,7202,ASYM,0,0.008669768347069796,
0.04,1,128,7202,ASYM,250,0.00040736090911148775,0.05359086360489943
0.04,1,128,7202,ASYM,500,0.00040422054722482085,0.044515777232467475
0.04,1,128,7202,ASYM,750,0.00039780683669924733,0.04578772680657862
0.04,1,128,7202,ASYM,1000,0.00039211012829809544,0.044271514290314035
0.04,1,128,7202,ASYM,1250,0.00039647066383937074,0.04342696947575023
0.04,1,128,7202,ASYM,1500,0.0003932478347449698,0.04436159228857273
0.04,1,128,7202,ASYM,1750,0.0003924306004280958,0.04504539618572483
0.04,1,128,7202,ASYM,2000,0.0003962003321811292,0.04239749651356437
0.04,1,512,7202,ASYM,0,0.008669878758832223,
0.04,1,512,7202,ASYM,250,0.00039447945265886334,0.04728061134950424
0.04,1,512,7202,ASYM,500,0.00039974720908499324,0.03825196886295543
0.04,1,512,7202,ASYM,750,0.00040304839094631545,0.036585464757200495
0.04,1,512,7202,ASYM,1000,0.00039784975287222775,0.036679748980283214
0.04,1,512,7202,ASYM,1250,0.000391537990048052,0.036410296146732926
0.04,1,512,7202,ASYM,1500,0.0003921764709148381,0.03669869220227153
0.04,1,512,7202,ASYM,1750,0.00039304540024322513,0.03808061871696332
0.04,1,512,7202,ASYM,2000,0.00039296270549499837,0.037194634273262944
0.04,2,32,7202,ASYM,0,0.012205614839245779,
0.04,2,32,7202,ASYM,250,0.003764687523816524,0.28986943738618237
0.04,2,32,7202,ASYM,500,0.0038118150293865775,0.2822439022111687
0.04,2,32,7202,ASYM,750,0.003760723011780967,0.28499751132586154
0.04,2,32,7202,ASYM,1000,0.0037984734409625656,0.28195650424168167
0.04,2,32,7202,ASYM,1250,0.0037376019900180065,0.28358817822639004
0.04,2,32,7202,ASYM,1500,0.003785618626298735,0.2824108687927214
0.04,2,32,7202,ASYM,1750,0.003819946299451435,0.28379534443634985
0.04,2,32,7202,ASYM,2000,0.003758938012618,0.2810202581451127
0.04,2,128,7202,ASYM,0,0.012201819653403093,
0.04,2,128,7202,ASYM,250,0.0036694555219266424,0.28117100535444267
0.04,2,128,7202,ASYM,500,0.0037224406459163985,0.27219501010077135
0.04,2,128,7202,ASYM,750,0.0037332829141103036,0.2715999373697918
0.04,2,128,7202,ASYM,1000,0.0036617740668874175,0.2704994786185692
0.04,2,128,7202,ASYM,1250,0.00368045374905704,0.2713327002297827
0.04,2,128,7202,ASYM,1500,0.0036618198178728547,0.27293399392700923
0.04,2,128,7202,ASYM,1750,0.003708104665353458,0.271982540272526
0.04,2,128,7202,ASYM,2000,0.003667913549371384,0.2710375380234964
0.04,2,512,7202,ASYM,0,0.012194849026891172,
0.04,2,512,7202,ASYM,250,0.0037141520906634495,0.2707340254533267
0.04,2,512,7202,ASYM,500,0.0036580359374844573,0.2628067833674005
0.04,2,512,7202,ASYM,750,0.0036446530895704854,0.26463908307194967
0.04,2,512,7202,ASYM,1000,0.003675412418478439,0.2659547606682093
0.04,2,512,7202,ASYM,1250,0.0036448116886647463,0.2636367259162452
0.04,2,512,7202,ASYM,1500,0.0036662198733720557,0.2637005625854082
0.04,2,512,7202,ASYM,1750,0.0036254501185787025,0.26447616913634736
0.04,2,512,7202,ASYM,2000,0.003645313909737475,0.26464127394674347
0.0,0,128,7202,ASYM,0,0.007976294926421188,
0.0,0,128,7202,ASYM,250,0.00012101869698593252,0.02060083026685632
0.0,0,128,7202,ASYM,500,0.00012590419770188314,0.012061785147376053
0.0,0,128,7202,ASYM,750,0.00011774014037909568,0.0116210553916236
0.0,0,128,7202,ASYM,1000,0.00011769105619990405,0.01169352354465199
0.0,0,128,7202,ASYM,1250,0.00011843405591664359,0.011584125498577775
0.0,0,128,7202,ASYM,1500,0.00011875469625797347,0.011370797901114527
0.0,0,128,7202,ASYM,1750,0.00011663253635219824,0.011428244505060484
0.0,0,128,7202,ASYM,2000,0.00011838401214268911,0.011446919135572822
0.0,1,128,7202,ASYM,0,0.008228659218710162,
0.0,1,128,7202,ASYM,250,0.0003669827153749731,0.04316937500007488
0.0,1,128,7202,ASYM,500,0.0003617087860875509,0.033194077918832894
0.0,1,128,7202,ASYM,750,0.00036146708580307024,0.032956999752711304
0.0,1,128,7202,ASYM,1000,0.00036132399959763273,0.033079010388017055
0.0,1,128,7202,ASYM,1250,0.0003596389218095118,0.03322376791017039
0.0,1,128,7202,ASYM,1500,0.000360148479442762,0.03225175971715841
0.0,1,128,7202,ASYM,1750,0.00036851093385753325,0.03194690377162676
0.0,1,128,7202,ASYM,2000,0.00036125246605955553,0.032754313144390465
0.0,2,128,7202,ASYM,0,0.011294326066859069,
0.0,2,128,7202,ASYM,250,0.003370305761886409,0.2618824122249649
0.0,2,128,7202,ASYM,500,0.0033637800032999647,0.25242991888865424
0.0,2,128,7202,ASYM,750,0.0033674517137877954,0.25349204432585987
0.0,2,128,7202,ASYM,1000,0.0034063271159181056,0.2562940227362882
0.0,2,128,7202,ASYM,1250,0.003415808452764188,0.25347923488128604
0.0,2,128,7202,ASYM,1500,0.003370749514535198,0.2527310622853267
0.0,2,128,7202,ASYM,1750,0.0033772690221082423,0.2531765566042667
0.0,2,128,7202,ASYM,2000,0.003378378133948172,0.25259966577502724
0.04,0,32,7203,ASYM,0,0.008382072564173835,
0.04,0,32,7203,ASYM,250,0.0001378869051122194,0.022937234427848608
0.04,0,32,7203,ASYM,500,0.00016096517521906428,0.015178215040403401
0.04,0,32,7203,ASYM,750,0.00014325373834592114,0.014901473075809586
0.04,0,32,7203,ASYM,1000,0.00013564779866696413,0.014710683619415205
0.04,0,32,7203,ASYM,1250,0.00014229145120171855,0.014883975382995228
0.04,0,32,7203,ASYM,1500,0.00015896059140994034,0.014661761656804759
0.04,0,32,7203,ASYM,1750,0.00013605518700264029,0.014592230680651255
0.04,0,32,7203,ASYM,2000,0.0001346579602769794,0.014897290173326517
0.04,0,128,7203,ASYM,0,0.008377691321522749,
0.04,0,128,7203,ASYM,250,0.00013605505696320517,0.022198816967582087
0.04,0,128,7203,ASYM,500,0.00013677037459565957,0.012788926442821204
0.04,0,128,7203,ASYM,750,0.00013617253256777097,0.012755106023279004
0.04,0,128,7203,ASYM,1000,0.0001412791876325935,0.012645339316161415
0.04,0,128,7203,ASYM,1250,0.00013437366855996428,0.012625038050962187
0.04,0,128,7203,ASYM,1500,0.00013740607848477734,0.012999436148481654
0.04,0,128,7203,ASYM,1750,0.00014514666606455187,0.012781273748505862
0.04,0,128,7203,ASYM,2000,0.00013599925801892189,0.012679262125417255
0.04,0,512,7203,ASYM,0,0.008378926190926842,
0.04,0,512,7203,ASYM,250,0.00013613828086880004,0.020427682330111753
0.04,0,512,7203,ASYM,500,0.00013568770093791907,0.012383699335566628
0.04,0,512,7203,ASYM,750,0.00013477149480435485,0.012227431366666732
0.04,0,512,7203,ASYM,1000,0.00013977736749734568,0.012275752689227152
0.04,0,512,7203,ASYM,1250,0.00013346614157192126,0.012257352938569926
0.04,0,512,7203,ASYM,1500,0.00013596876780543567,0.01218768878947477
0.04,0,512,7203,ASYM,1750,0.00013681440705483997,0.012336732900382655
0.04,0,512,7203,ASYM,2000,0.00013388918561475064,0.012156061224078175
0.04,1,32,7203,ASYM,0,0.008473523000268263,
0.04,1,32,7203,ASYM,250,0.0004677847587846694,0.05247152440949272
0.04,1,32,7203,ASYM,500,0.0004106334413825086,0.045293558716665856
0.04,1,32,7203,ASYM,750,0.0004149601819689209,0.04296412667141659
0.04,1,32,7203,ASYM,1000,0.00040753215055016673,0.04286373231182186
0.04,1,32,7203,ASYM,1250,0.00040371181519909184,0.044207075064298273
0.04,1,32,7203,ASYM,1500,0.0004027635711256598,0.04302843425837117
0.04,1,32,7203,ASYM,1750,0.0004099344552363127,0.04313765483837767
0.04,1,32,7203,ASYM,2000,0.0004031918347805761,0.043821208118238246
0.04,1,128,7203,ASYM,0,0.008473194122361161,
0.04,1,128,7203,ASYM,250,0.0004005661649047632,0.05746873398096388
0.04,1,128,7203,ASYM,500,0.00040111381737921,0.047645475283692694
0.04,1,128,7203,ASYM,750,0.00039655392230878144,0.04896633840654239
0.04,1,128,7203,ASYM,1000,0.0003979048153637745,0.04799011085212279
0.04,1,128,7203,ASYM,1250,0.0003940169795561377,0.04885900154004365
0.04,1,128,7203,ASYM,1500,0.0004119092389062643,0.048658894028580875
0.04,1,128,7203,ASYM,1750,0.00039805668449242204,0.04903319147667801
0.04,1,128,7203,ASYM,2000,0.0003971289390019516,0.0478378332837437
0.04,1,512,7203,ASYM,0,0.008474027313890376,
0.04,1,512,7203,ASYM,250,0.00041014711489391776,0.05183991386758111
0.04,1,512,7203,ASYM,500,0.0003976836254946079,0.042609485865938046
0.04,1,512,7203,ASYM,750,0.0004106887367592695,0.04160875892971758
0.04,1,512,7203,ASYM,1000,0.0003936460743999331,0.04119561711635784
0.04,1,512,7203,ASYM,1250,0.0004170999817400941,0.041508585886153256
0.04,1,512,7203,ASYM,1500,0.0003949064809828443,0.04225213129038436
0.04,1,512,7203,ASYM,1750,0.0004047303639305087,0.04124437150929807
0.04,1,512,7203,ASYM,2000,0.00040198697800518005,0.04102135214572114
0.04,2,32,7203,ASYM,0,0.011852487416741636,
0.04,2,32,7203,ASYM,250,0.0036870174285787787,0.28362884499345353
0.04,2,32,7203,ASYM,500,0.0037105336524475585,0.27587451734155277
0.04,2,32,7203,ASYM,750,0.0037060466438899146,0.27316095155912806
0.04,2,32,7203,ASYM,1000,0.0036606021375113723,0.2736681995503159
0.04,2,32,7203,ASYM,1250,0.003654358859275154,0.2730587054197762
0.04,2,32,7203,ASYM,1500,0.003668595934350382,0.27386112106419297
0.04,2,32,7203,ASYM,1750,0.003670155504615457,0.27255681640735696
0.04,2,32,7203,ASYM,2000,0.0036623883362303564,0.27342265709221414
0.04,2,128,7203,ASYM,0,0.01185774573827598,
0.04,2,128,7203,ASYM,250,0.0036495750524162783,0.27407379012776223
0.04,2,128,7203,ASYM,500,0.003625049186672049,0.2653337306648695
0.04,2,128,7203,ASYM,750,0.0036125350600558453,0.26561338748647983
0.04,2,128,7203,ASYM,1000,0.003625956307716798,0.26590683595709363
0.04,2,128,7203,ASYM,1250,0.003609973449534256,0.26418789651244756
0.04,2,128,7203,ASYM,1500,0.003627016401802028,0.266328290353551
0.04,2,128,7203,ASYM,1750,0.003638130178389086,0.2671956060437275
0.04,2,128,7203,ASYM,2000,0.0036199724564340125,0.2650921517092647
0.04,2,512,7203,ASYM,0,0.011861484966637978,
0.04,2,512,7203,ASYM,250,0.0036884444405085614,0.2727035619034228
0.04,2,512,7203,ASYM,500,0.0036342288475808755,0.26627846368000013
0.04,2,512,7203,ASYM,750,0.0036075129941038537,0.2638474914537383
0.04,2,512,7203,ASYM,1000,0.0036284007286429484,0.26564034200687714
0.04,2,512,7203,ASYM,1250,0.0036155119890348155,0.26516569350432095
0.04,2,512,7203,ASYM,1500,0.0036223906842451185,0.2653845034365918
0.04,2,512,7203,ASYM,1750,0.003611379368678042,0.2634918850597862
0.04,2,512,7203,ASYM,2000,0.003604432299583573,0.26386054351194166
0.0,0,128,7203,ASYM,0,0.007906527677794897,
0.0,0,128,7203,ASYM,250,0.00012716388315837511,0.020121429941072137
0.0,0,128,7203,ASYM,500,0.0001185896222309059,0.012936321684004307
0.0,0,128,7203,ASYM,750,0.00011664485734450019,0.012393068487525428
0.0,0,128,7203,ASYM,1000,0.00012096217851361194,0.012250408895758323
0.0,0,128,7203,ASYM,1250,0.0001158604160490622,0.01228530937153266
0.0,0,128,7203,ASYM,1500,0.00011574679754954092,0.012269000391198855
0.0,0,128,7203,ASYM,1750,0.00011594792074936189,0.01231790770285256
0.0,0,128,7203,ASYM,2000,0.00011588009922701676,0.012219609949405838
0.0,1,128,7203,ASYM,0,0.008246412197595218,
0.0,1,128,7203,ASYM,250,0.0004098135486430926,0.0402759743811842
0.0,1,128,7203,ASYM,500,0.0004102078619213109,0.032843670418101864
0.0,1,128,7203,ASYM,750,0.000409125663016577,0.03188041455209699
0.0,1,128,7203,ASYM,1000,0.00042545298771685963,0.03171629078466119
0.0,1,128,7203,ASYM,1250,0.000410348326436358,0.031707711259582695
0.0,1,128,7203,ASYM,1500,0.0004078460428950065,0.03202957572333868
0.0,1,128,7203,ASYM,1750,0.00040983397422282114,0.031264931495362865
0.0,1,128,7203,ASYM,2000,0.0004121824404153107,0.03231584010239434
0.0,2,128,7203,ASYM,0,0.011310841681425743,
0.0,2,128,7203,ASYM,250,0.0034144242777073204,0.2737152923113488
0.0,2,128,7203,ASYM,500,0.0034040691427759256,0.2652315632154499
0.0,2,128,7203,ASYM,750,0.0033998652575626203,0.2691565625168061
0.0,2,128,7203,ASYM,1000,0.0034099040572638443,0.2661669654365201
0.0,2,128,7203,ASYM,1250,0.0034448987606180703,0.26658372376472567
0.0,2,128,7203,ASYM,1500,0.003409616783096909,0.268745721630939
0.0,2,128,7203,ASYM,1750,0.003390611262323409,0.2647214574774038
0.0,2,128,7203,ASYM,2000,0.0033968113012625653,0.2647022675287336
0.04,0,32,7204,ASYM,0,0.008343566745247413,
0.04,0,32,7204,ASYM,250,0.00012088564294138728,0.018940153209968284
0.04,0,32,7204,ASYM,500,0.00011725701994484174,0.01156871975283926
0.04,0,32,7204,ASYM,750,0.00011766417654726967,0.011246456348601483
0.04,0,32,7204,ASYM,1000,0.00011633703041881763,0.011152620402229248
0.04,0,32,7204,ASYM,1250,0.00011697125049447221,0.010996393122064768
0.04,0,32,7204,ASYM,1500,0.00011544551902939085,0.011105713424983864
0.04,0,32,7204,ASYM,1750,0.00011494056687043005,0.011136034976764011
0.04,0,32,7204,ASYM,2000,0.0001176132795582125,0.011145410781569437
0.04,0,128,7204,ASYM,0,0.008342418357184493,
0.04,0,128,7204,ASYM,250,0.00013906561964559635,0.021749085808830244
0.04,0,128,7204,ASYM,500,0.00011894035510799455,0.012376324972129406
0.04,0,128,7204,ASYM,750,0.00011660260197128394,0.012173375298303682
0.04,0,128,7204,ASYM,1000,0.00011691624271100809,0.011908523623315341
0.04,0,128,7204,ASYM,1250,0.00011721936246635214,0.011812970350857965
0.04,0,128,7204,ASYM,1500,0.00011608622185922932,0.011738524451243343
0.04,0,128,7204,ASYM,1750,0.00011673143554723113,0.011804361518220617
0.04,0,128,7204,ASYM,2000,0.00011546354951169577,0.011691837143570137
0.04,0,512,7204,ASYM,0,0.008341435272932844,
0.04,0,512,7204,ASYM,250,0.00012236618193630638,0.020522071072069725
0.04,0,512,7204,ASYM,500,0.00011860675320987332,0.012587123114423853
0.04,0,512,7204,ASYM,750,0.00011769156881717544,0.01230808132096389
0.04,0,512,7204,ASYM,1000,0.00011556881610308575,0.012431360698102162
0.04,0,512,7204,ASYM,1250,0.00011520446351068895,0.012463077621403218
0.04,0,512,7204,ASYM,1500,0.00011603412574969921,0.012286931329151351
0.04,0,512,7204,ASYM,1750,0.00011563888803315548,0.012276164833415438
0.04,0,512,7204,ASYM,2000,0.00011615164654192119,0.012349954482712158
0.04,1,32,7204,ASYM,0,0.008640963142082894,
0.04,1,32,7204,ASYM,250,0.00042576258270248294,0.04057688471356416
0.04,1,32,7204,ASYM,500,0.0004238177094157835,0.032623363144725755
0.04,1,32,7204,ASYM,750,0.0004066257095168365,0.0332366644922452
0.04,1,32,7204,ASYM,1000,0.0004395526860555988,0.03292742988077373
0.04,1,32,7204,ASYM,1250,0.00041252613080925126,0.03165259173215642
0.04,1,32,7204,ASYM,1500,0.00041341665027277405,0.03297689537143343
0.04,1,32,7204,ASYM,1750,0.00041418045710850854,0.03312262645444193
0.04,1,32,7204,ASYM,2000,0.00041302501434338225,0.0322186308758752
0.04,1,128,7204,ASYM,0,0.008644527261361702,
0.04,1,128,7204,ASYM,250,0.00040628998396847115,0.044759214103788685
0.04,1,128,7204,ASYM,500,0.00040318323668817876,0.035868155157560186
0.04,1,128,7204,ASYM,750,0.0004005245916066916,0.03517505700910125
0.04,1,128,7204,ASYM,1000,0.0003991255649424442,0.03632025912347066
0.04,1,128,7204,ASYM,1250,0.00040130132905502326,0.03559862451735495
0.04,1,128,7204,ASYM,1500,0.0004022203450041191,0.03488484307389298
0.04,1,128,7204,ASYM,1750,0.0004041727802878976,0.034390057099036114
0.04,1,128,7204,ASYM,2000,0.0004027785661563995,0.03522744212420522
0.04,1,512,7204,ASYM,0,0.008645710979680568,
0.04,1,512,7204,ASYM,250,0.00040253212258209583,0.04693643131441534
0.04,1,512,7204,ASYM,500,0.0004172245184556487,0.03746265223111458
0.04,1,512,7204,ASYM,750,0.0004037889151576425,0.036938957987018996
0.04,1,512,7204,ASYM,1000,0.0003997163956635517,0.03745829658392143
0.04,1,512,7204,ASYM,1250,0.0004032997687312334,0.037334355001883826
0.04,1,512,7204,ASYM,1500,0.0004044338777461199,0.03623422025878324
0.04,1,512,7204,ASYM,1750,0.00040322829202439755,0.03607323598382944
0.04,1,512,7204,ASYM,2000,0.0003998874410717016,0.03685429223724012
0.04,2,32,7204,ASYM,0,0.011597985057501146,
0.04,2,32,7204,ASYM,250,0.003786232793998437,0.25527247695313315
0.04,2,32,7204,ASYM,500,0.003618244615714124,0.24693685553631642
0.04,2,32,7204,ASYM,750,0.0035921649201504993,0.24786563192944483
0.04,2,32,7204,ASYM,1000,0.003648770416547578,0.24766261965570394
0.04,2,32,7204,ASYM,1250,0.003594053806344328,0.24787007979935294
0.04,2,32,7204,ASYM,1500,0.003614881763673848,0.24725633253200344
0.04,2,32,7204,ASYM,1750,0.003636610969459881,0.24667871328340402
0.04,2,32,7204,ASYM,2000,0.0036277249882279566,0.24617067121222694
0.04,2,128,7204,ASYM,0,0.011602418820501918,
0.04,2,128,7204,ASYM,250,0.0035457461508934807,0.2708934386307264
0.04,2,128,7204,ASYM,500,0.0035660380530003924,0.26386233152933636
0.04,2,128,7204,ASYM,750,0.003530226539903462,0.2653606068537862
0.04,2,128,7204,ASYM,1000,0.0035298129457252605,0.26342872186373384
0.04,2,128,7204,ASYM,1250,0.0035379481741238303,0.26287287266960907
0.04,2,128,7204,ASYM,1500,0.00356336085351752,0.2611648759952147
0.04,2,128,7204,ASYM,1750,0.003539959290798988,0.2625370263918636
0.04,2,128,7204,ASYM,2000,0.0035734476398370917,0.26409141454140095
0.04,2,512,7204,ASYM,0,0.011601050719453913,
0.04,2,512,7204,ASYM,250,0.003534243815088928,0.2672014221368497
0.04,2,512,7204,ASYM,500,0.0035282675148467207,0.2641192493882608
0.04,2,512,7204,ASYM,750,0.0035639246492988525,0.259753169667323
0.04,2,512,7204,ASYM,1000,0.003535210557172739,0.25970785207062735
0.04,2,512,7204,ASYM,1250,0.003565783047045534,0.25837781547878164
0.04,2,512,7204,ASYM,1500,0.0035303520630242317,0.2589882939946138
0.04,2,512,7204,ASYM,1750,0.0035304542587490787,0.2588546541017048
0.04,2,512,7204,ASYM,2000,0.003537835163888635,0.25944412739646056
0.0,0,128,7204,ASYM,0,0.007862829716874442,
0.0,0,128,7204,ASYM,250,0.00011457858423133227,0.01930554997332588
0.0,0,128,7204,ASYM,500,0.00011606554366080181,0.011086307493055302
0.0,0,128,7204,ASYM,750,0.00011240542260469761,0.010924183804810967
0.0,0,128,7204,ASYM,1000,0.00011235731086415993,0.010858717199095853
0.0,0,128,7204,ASYM,1250,0.00011425976031007674,0.010721267872869991
0.0,0,128,7204,ASYM,1500,0.0001113293746994071,0.01078105258611323
0.0,0,128,7204,ASYM,1750,0.00011133284926907294,0.010650736676201355
0.0,0,128,7204,ASYM,2000,0.00011235749016784976,0.010669996179464928
0.0,1,128,7204,ASYM,0,0.008183853987777918,
0.0,1,128,7204,ASYM,250,0.0003808160942048902,0.05270946055782453
0.0,1,128,7204,ASYM,500,0.00037862761469004873,0.04399825684592848
0.0,1,128,7204,ASYM,750,0.00037856904109141417,0.0440943811188946
0.0,1,128,7204,ASYM,1000,0.0003789414934502939,0.04297755952465222
0.0,1,128,7204,ASYM,1250,0.00037850806060327793,0.044275865919885506
0.0,1,128,7204,ASYM,1500,0.00037842933157729427,0.044310759035389856
0.0,1,128,7204,ASYM,1750,0.00039414519830448025,0.04381400768347465
0.0,1,128,7204,ASYM,2000,0.00038491160236941123,0.04359138457753456
0.0,2,128,7204,ASYM,0,0.011250939179060906,
0.0,2,128,7204,ASYM,250,0.0034626739278415196,0.2908230505151172
0.0,2,128,7204,ASYM,500,0.0034713768820223653,0.2845447645798136
0.0,2,128,7204,ASYM,750,0.0034657378503174276,0.2821477988678571
0.0,2,128,7204,ASYM,1000,0.003465004115762959,0.2836215598040246
0.0,2,128,7204,ASYM,1250,0.003459354644063802,0.285143609300887
0.0,2,128,7204,ASYM,1500,0.003471653613072541,0.28313955729110957
0.0,2,128,7204,ASYM,1750,0.0034564879259272527,0.2829052269852675
0.0,2,128,7204,ASYM,2000,0.0034801170480360847,0.2842937746010351
0.04,0,32,7205,ASYM,0,0.00830430560708397,
0.04,0,32,7205,ASYM,250,0.00013208112213433426,0.020473166013046086
0.04,0,32,7205,ASYM,500,0.0001265992255847812,0.012514733024121495
0.04,0,32,7205,ASYM,750,0.00012365252324617507,0.012337925294088354
0.04,0,32,7205,ASYM,1000,0.00012321091697561193,0.012223540049267909
0.04,0,32,7205,ASYM,1250,0.00012296763187518114,0.011973167967287568
0.04,0,32,7205,ASYM,1500,0.00012149346323334145,0.011909068157211902
0.04,0,32,7205,ASYM,1750,0.0001238525161005989,0.011868547183330273
0.04,0,32,7205,ASYM,2000,0.00012221252333533103,0.012053240274908417
0.04,0,128,7205,ASYM,0,0.008306073483045684,
0.04,0,128,7205,ASYM,250,0.00012688452479576456,0.02047885139588183
0.04,0,128,7205,ASYM,500,0.0001234716490192258,0.012446057891061835
0.04,0,128,7205,ASYM,750,0.000122467392742056,0.01223624575872604
0.04,0,128,7205,ASYM,1000,0.00013045360874466678,0.0119031206881048
0.04,0,128,7205,ASYM,1250,0.00012141138389904387,0.011742620965009165
0.04,0,128,7205,ASYM,1500,0.00012437717747050363,0.012000489784761268
0.04,0,128,7205,ASYM,1750,0.00012269537720584892,0.011897399572896882
0.04,0,128,7205,ASYM,2000,0.000121207664222167,0.011928859489593373
0.04,0,512,7205,ASYM,0,0.008305276166645488,
0.04,0,512,7205,ASYM,250,0.00012568786900055175,0.022163694159477106
0.04,0,512,7205,ASYM,500,0.0001238721635338523,0.013634296380246049
0.04,0,512,7205,ASYM,750,0.00012404919381500874,0.012975886693596549
0.04,0,512,7205,ASYM,1000,0.00012219684126760864,0.012937613306836253
0.04,0,512,7205,ASYM,1250,0.00012127556129064641,0.013120107604235287
0.04,0,512,7205,ASYM,1500,0.00012107859555723787,0.012948193080900266
0.04,0,512,7205,ASYM,1750,0.00012171149759569173,0.013409437661662934
0.04,0,512,7205,ASYM,2000,0.00012993638804746396,0.013383061322944725
0.04,1,32,7205,ASYM,0,0.008607700299941541,
0.04,1,32,7205,ASYM,250,0.00046356203031710006,0.044915101477933844
0.04,1,32,7205,ASYM,500,0.0004528454880925289,0.03698359008404582
0.04,1,32,7205,ASYM,750,0.00044471949804333194,0.03607250829214708
0.04,1,32,7205,ASYM,1000,0.0004504284652814446,0.03628811680328844
0.04,1,32,7205,ASYM,1250,0.0004430363212266799,0.036337271495130455
0.04,1,32,7205,ASYM,1500,0.00044592932695072053,0.036004526481755186
0.04,1,32,7205,ASYM,1750,0.0004568679846590809,0.03670933033749034
0.04,1,32,7205,ASYM,2000,0.00044234028960645324,0.03585557323186975
0.04,1,128,7205,ASYM,0,0.008608292794411304,
0.04,1,128,7205,ASYM,250,0.0004599099223366108,0.04583377146306573
0.04,1,128,7205,ASYM,500,0.00044600067561624855,0.03821776775989948
0.04,1,128,7205,ASYM,750,0.0004440065236544358,0.03808570397232341
0.04,1,128,7205,ASYM,1000,0.00044444121332136373,0.03769769034510002
0.04,1,128,7205,ASYM,1250,0.00044240341765553636,0.036829926494946284
0.04,1,128,7205,ASYM,1500,0.0004532025284583996,0.03687856405323409
0.04,1,128,7205,ASYM,1750,0.0004464483042731207,0.037767055024181234
0.04,1,128,7205,ASYM,2000,0.00044263359617189614,0.03808401371521145
0.04,1,512,7205,ASYM,0,0.008608095069926146,
0.04,1,512,7205,ASYM,250,0.00044140183388595406,0.049350151438973124
0.04,1,512,7205,ASYM,500,0.0004420860244650686,0.041161822426099746
0.04,1,512,7205,ASYM,750,0.00044826271567244367,0.04180963010329813
0.04,1,512,7205,ASYM,1000,0.0004390053465634813,0.04137946445753971
0.04,1,512,7205,ASYM,1250,0.00044273945636173995,0.04086358560871554
0.04,1,512,7205,ASYM,1500,0.00043788070738975975,0.04061169250170779
0.04,1,512,7205,ASYM,1750,0.00043863174899637017,0.04064811914312449
0.04,1,512,7205,ASYM,2000,0.0004385832202147548,0.04174716113879491
0.04,2,32,7205,ASYM,0,0.011623040329716769,
0.04,2,32,7205,ASYM,250,0.0037038014823291064,0.26026992316200753
0.04,2,32,7205,ASYM,500,0.0037078439268659357,0.2534842892416644
0.04,2,32,7205,ASYM,750,0.0037774322907687193,0.25390369417687186
0.04,2,32,7205,ASYM,1000,0.0037192047806313224,0.2540531335012527
0.04,2,32,7205,ASYM,1250,0.0037773897485347224,0.2526781728840667
0.04,2,32,7205,ASYM,1500,0.003718805765122082,0.25473897632836795
0.04,2,32,7205,ASYM,1750,0.0037300907074085954,0.25128902341441456
0.04,2,32,7205,ASYM,2000,0.0036856224297294794,0.25318429024657796
0.04,2,128,7205,ASYM,0,0.011613449168154327,
0.04,2,128,7205,ASYM,250,0.0035505721037519555,0.27515544264169217
0.04,2,128,7205,ASYM,500,0.0036555375482982488,0.26982425836616447
0.04,2,128,7205,ASYM,750,0.003548906200124042,0.2683109180636245
0.04,2,128,7205,ASYM,1000,0.0035580033403484986,0.2676652772504099
0.04,2,128,7205,ASYM,1250,0.003562149433973051,0.266863173827474
0.04,2,128,7205,ASYM,1500,0.003553690562041528,0.2681878440018229
0.04,2,128,7205,ASYM,1750,0.00355483445523007,0.26667101430054485
0.04,2,128,7205,ASYM,2000,0.0035464680892106394,0.2675710539535363
0.04,2,512,7205,ASYM,0,0.011618401598332167,
0.04,2,512,7205,ASYM,250,0.0035488813198728364,0.27934871263299405
0.04,2,512,7205,ASYM,500,0.003543355146171103,0.27424880120751777
0.04,2,512,7205,ASYM,750,0.0035483580697502127,0.27018647611087854
0.04,2,512,7205,ASYM,1000,0.0036240096131982327,0.2732831858394159
0.04,2,512,7205,ASYM,1250,0.003542790442662901,0.27336138981145286
0.04,2,512,7205,ASYM,1500,0.0035425547659729815,0.27546308354180027
0.04,2,512,7205,ASYM,1750,0.003545052773893885,0.27336663528703353
0.04,2,512,7205,ASYM,2000,0.0035766262845802928,0.2731553659250689
0.0,0,128,7205,ASYM,0,0.007939170543221954,
0.0,0,128,7205,ASYM,250,0.00012291722572213386,0.02330595686743414
0.0,0,128,7205,ASYM,500,0.00011479805319742401,0.015004296183608304
0.0,0,128,7205,ASYM,750,0.00011196494091337151,0.014936547039095227
0.0,0,128,7205,ASYM,1000,0.00011299383814924666,0.014927906006187592
0.0,0,128,7205,ASYM,1250,0.00011109901243913108,0.014834675527935659
0.0,0,128,7205,ASYM,1500,0.00011296998596727814,0.014782806487718587
